ENSEMBL,SYMBOL,ENTREZID,baseMean,log2FoldChange,lfcSE,pvalue,padj,FC_score,P_score,TargetRankAI_score,Rank
ENSG00000242371,IGKV1-39,28930,348.341203326545,1.81530776705297,0.4455569137903,1.9968934437573e-06,0.0004910404388926,0.29672253656468217,0.10790134764574387,0.20231194210521303,169
ENSG00000154319,FAM167A,83648,782.921565990996,-2.05091246193314,0.677246089505977,8.2423834189549e-05,0.0075188483906055,0.3352334843831256,0.06925785888401612,0.20224567163357088,170
ENSG00000106236,NPTX2,4885,51.2782152229678,2.10211898361452,0.770153038046522,0.0002260515209098,0.0155913523095827,0.3436034860311768,0.05892933966233467,0.20126641284675573,171
ENSG00000169495,HTRA4,203100,507.885072990028,2.16330813173005,0.990427852929741,0.0007404901261639,0.0350449080338002,0.35360520561206504,0.047459201267286436,0.20053220343967573,172
ENSG00000111215,PRH1,5554,159.793082787851,2.1528854335359,0.951894613853479,0.0006343565700446,0.0314715979914931,0.35190155540897183,0.048982269540760404,0.20044191247486612,173
ENSG00000043591,ADRB1,153,287.167682622295,-1.79284847340147,0.441181465766634,2.07465127676335e-06,0.0005023780829454,0.2930514353317805,0.10757807480407866,0.2003147550679296,174
ENSG00000130487,KLHDC7B,113730,84.3184561081456,2.04433251202431,0.699397185418306,0.0001121110208305,0.0092967207288023,0.3341579535762552,0.06625195612559967,0.20020495485092743,175
ENSG00000104783,KCNN4,3783,384.758586692241,1.78041426198785,0.432945758558102,1.72118297808705e-06,0.0004424809376507,0.2910189916779859,0.10937604166022026,0.20019751666910307,176
ENSG00000114270,COL7A1,1294,490.866579699633,1.98312316842839,0.609538879606817,4.33780209505919e-05,0.0047094240970423,0.32415293292748354,0.07588359270781347,0.2000182628176485,177
ENSG00000134917,ADAMTS8,11095,1109.19958651878,-1.77549814854005,0.431916240663187,1.71349820365173e-06,0.0004424809376507,0.29021542454807764,0.10937604166022026,0.19979573310414894,178
ENSG00000261143,ADAMTS7P3,400406,545.379382655665,-1.80215193833303,0.455437957774841,3.20468146846539e-06,0.0006971106621258,0.2945721403953712,0.10293867285395349,0.19875540662466235,179
ENSG00000137101,CD72,971,303.280642508839,2.02634586903073,0.689462541292252,0.0001166136127108,0.009558513624486,0.3312179329195912,0.06585866546767777,0.19853829919363447,180
ENSG00000164120,HPGD,3248,3932.91441911158,-1.75640770876009,0.429493064941708,1.86889574338929e-06,0.0004651034666284,0.28709498193308175,0.10866988038867788,0.1978824311608798,181
ENSG00000048462,TNFRSF17,608,102.636840387223,2.02870896421428,0.716084830927512,0.000151152720943,0.0116707440474242,0.33160419447244344,0.06303114623454076,0.1973176703534921,182
ENSG00000249859,PVT1,5820,916.391873446943,1.70423989597029,0.399624051277763,9.23835599483993e-07,0.0002786657702283,0.2785678517026247,0.11592440639811272,0.1972461290503687,183
ENSG00000164932,CTHRC1,115908,549.129922086501,1.80128799772554,0.464270113384714,4.48786992513883e-06,0.0008615214510855,0.29443092431446843,0.09993975138654365,0.19718533785050604,184
